ln_fn_by,ln_fn_dob,patient_last_name,patient_first_name,patient_dob,patient_birth_year,estimated_dob,estimated_birth_year,combined_dob,combined_birth_year
HAMILTON SHEILA 1949,HAMILTON SHEILA 1949-03-20,HAMILTON,SHEILA,1949-03-20,1949,1949-10-14,1949,1949-03-20,1949
HAMLIN ROSS 1925,HAMLIN ROSS 1925-06-27,HAMLIN,ROSS,1925-06-27,1925,1926-04-19,1926,1925-06-27,1925
HAMM JAIMIE 1985,HAMM JAIMIE 1985-01-19,HAMM,JAIMIE,1985-01-19,1985,1985-03-06,1985,1985-01-19,1985
HAMM SHANTARIAN 1990,HAMM SHANTARIAN 1990-04-01,HAMM,SHANTARIAN,1990-04-01,1990,1991-02-07,1991,1990-04-01,1990
HAMMOND BARRY 1963,HAMMOND BARRY 1963-06-08,HAMMOND,BARRY,1963-06-08,1963,1963-09-13,1963,1963-06-08,1963
HAMMOND KEVIN 1963,HAMMOND KEVIN 1963-02-05,HAMMOND,KEVIN,1963-02-05,1963,1963-05-23,1963,1963-02-05,1963
HAMMOND MITCHELL 1996,HAMMOND MITCHELL 1996-05-31,HAMMOND,MITCHELL,1996-05-31,1996,1997-05-05,1997,1996-05-31,1996
HAMMOND TIARE 1994,HAMMOND TIARE 1994-11-12,HAMMOND,TIARE,1994-11-12,1994,1995-02-13,1995,1994-11-12,1994
HAMMONDS DONNA 1967,HAMMONDS DONNA 1967-06-29,HAMMONDS,DONNA,1967-06-29,1967,1968-06-24,1968,1967-06-29,1967
HAMMONDS DONOUGH 1938,HAMMONDS DONOUGH 1938-08-29,HAMMONDS,DONOUGH,1938-08-29,1938,1939-02-19,1939,1938-08-29,1938
HAMMONDS GLENN 1937,HAMMONDS GLENN 1937-07-05,HAMMONDS,GLENN,1937-07-05,1937,1937-09-01,1937,1937-07-05,1937
HAMMONDS DONNA 1967,HAMMONDS DONNA 1967-06-29,HAMMONDS,DONNA,1967-06-29,1967,1968-05-27,1968,1967-06-29,1967
HAMMONDS DONNA 1967,HAMMONDS DONNA 1967-06-29,HAMMONDS,DONNA,1967-06-29,1967,1967-08-17,1967,1967-06-29,1967
HAMMONDS DONNA 1967,HAMMONDS DONNA 1967-06-29,HAMMONDS,DONNA,1967-06-29,1967,1968-03-09,1968,1967-06-29,1967
HAMMONDS DONNA 1967,HAMMONDS DONNA 1967-06-29,HAMMONDS,DONNA,1967-06-29,1967,1968-06-03,1968,1967-06-29,1967
HAMPSON CASEY 2004,HAMPSON CASEY 2004-04-14,HAMPSON,CASEY,2004-04-14,2004,2004-05-01,2004,2004-04-14,2004
HAMPTOM BEN 1980,HAMPTOM BEN 1980-01-06,HAMPTOM,BEN,1980-01-06,1980,1980-01-19,1980,1980-01-06,1980
HAMPTON KRISTOPHER 1976,HAMPTON KRISTOPHER 1976-10-09,HAMPTON,KRISTOPHER,1976-10-09,1976,1977-05-26,1977,1976-10-09,1976
HAMPTON RUTH 1948,HAMPTON RUTH 1948-02-23,HAMPTON,RUTH,1948-02-23,1948,1948-12-02,1948,1948-02-23,1948
HAMPTON XARIUS 1994,HAMPTON XARIUS 1994-01-03,HAMPTON,XARIUS,1994-01-03,1994,1994-08-04,1994,1994-01-03,1994
HAMPTON KENNESHIA 1988,HAMPTON KENNESHIA 1988-07-31,HAMPTON,KENNESHIA,1988-07-31,1988,1989-01-22,1989,1988-07-31,1988
HAMPTON NAKIERA 1987,HAMPTON NAKIERA 1987-12-13,HAMPTON,NAKIERA,1987-12-13,1987,1988-02-06,1988,1987-12-13,1987
HAMPTON RUTHIE 1948,HAMPTON RUTHIE 1948-02-23,HAMPTON,RUTHIE,1948-02-23,1948,1948-07-31,1948,1948-02-23,1948
HAMPTON TESSA 1964,HAMPTON TESSA 1964-09-10,HAMPTON,TESSA,1964-09-10,1964,1965-09-01,1965,1964-09-10,1964
HAMPTON LAVERTA 1955,HAMPTON LAVERTA 1955-03-23,HAMPTON,LAVERTA,1955-03-23,1955,1956-02-02,1956,1955-03-23,1955
HAMPTON LOYD 1934,HAMPTON LOYD 1934-04-16,HAMPTON,LOYD,1934-04-16,1934,1935-01-20,1935,1934-04-16,1934
HAMPTON OCTAVIUS 1996,HAMPTON OCTAVIUS 1996-12-10,HAMPTON,OCTAVIUS,1996-12-10,1996,1997-06-13,1997,1996-12-10,1996
HAMPTON HELEN 1921,HAMPTON HELEN 1921-06-18,HAMPTON,HELEN,1921-06-18,1921,1921-12-31,1921,1921-06-18,1921
HAMPTON HELEN 1921,HAMPTON HELEN 1921-06-18,HAMPTON,HELEN,1921-06-18,1921,1922-01-02,1922,1921-06-18,1921
HAMPTON WILLIAM 1963,HAMPTON WILLIAM 1963-04-20,HAMPTON,WILLIAM,1963-04-20,1963,1963-06-22,1963,1963-04-20,1963
HAMRICK EMILY 2000,HAMRICK EMILY 2000-12-20,HAMRICK,EMILY,2000-12-20,2000,2001-10-27,2001,2000-12-20,2000
HANAMAN MIKE 1966,HANAMAN MIKE 1966-10-13,HANAMAN,MIKE,1966-10-13,1966,1967-05-24,1967,1966-10-13,1966
HANCHETT BRENDA 1951,HANCHETT BRENDA 1951-09-29,HANCHETT,BRENDA,1951-09-29,1951,1952-09-20,1952,1951-09-29,1951
HANCOCK GALE 1954,HANCOCK GALE 1954-12-31,HANCOCK,GALE,1954-12-31,1954,1955-06-05,1955,1954-12-31,1954
HANDWERK RUSSELL 1930,HANDWERK RUSSELL 1930-12-31,HANDWERK,RUSSELL,1930-12-31,1930,1931-06-02,1931,1930-12-31,1930
HANEY THOMAS 1961,HANEY THOMAS 1961-08-17,HANEY,THOMAS,1961-08-17,1961,1961-09-20,1961,1961-08-17,1961
HANFORD TERENZ 2004,HANFORD TERENZ 2004-10-25,HANFORD,TERENZ,2004-10-25,2004,2005-02-06,2005,2004-10-25,2004
HANGER FLOYD 1948,HANGER FLOYD 1948-11-18,HANGER,FLOYD,1948-11-18,1948,1949-11-05,1949,1948-11-18,1948
HANKE MARIE 1930,HANKE MARIE 1930-12-21,HANKE,MARIE,1930-12-21,1930,1931-06-01,1931,1930-12-21,1930
HANKINS ANNETTA 1966,HANKINS ANNETTA 1966-09-12,HANKINS,ANNETTA,1966-09-12,1966,1967-08-13,1967,1966-09-12,1966
HANKINS MIA 1978,HANKINS MIA 1978-10-17,HANKINS,MIA,1978-10-17,1978,1979-10-04,1979,1978-10-17,1978
HANKS BO GERGORY 1998,HANKS BO GERGORY 1998-09-02,HANKS,BO GERGORY,1998-09-02,1998,1998-09-18,1998,1998-09-02,1998
HANKS HENRY 1947,HANKS HENRY 1947-10-10,HANKS,HENRY,1947-10-10,1947,1948-06-17,1948,1947-10-10,1947
HANN KELSEY 1989,HANN KELSEY 1989-09-27,HANN,KELSEY,1989-09-27,1989,1990-07-27,1990,1989-09-27,1989
HANNAH MALCOLM 1955,HANNAH MALCOLM 1955-08-02,HANNAH,MALCOLM,1955-08-02,1955,1955-12-16,1955,1955-08-02,1955
HANNIGAN CAILEA 2005,HANNIGAN CAILEA 2005-01-30,HANNIGAN,CAILEA,2005-01-30,2005,2005-10-06,2005,2005-01-30,2005
HANNIGAN BENJAMIN 1922,HANNIGAN BENJAMIN 1922-03-21,HANNIGAN,BENJAMIN,1922-03-21,1922,1922-08-04,1922,1922-03-21,1922
HANNON CONNOR 1996,HANNON CONNOR 1996-01-31,HANNON,CONNOR,NULL,NULL,1996-01-31,1996,1996-01-31,1996
HANSARD CAPUS 1935,HANSARD CAPUS 1935-06-09,HANSARD,CAPUS,1935-06-09,1935,1935-11-20,1935,1935-06-09,1935
HANSBUERRY REGINALD 1965,HANSBUERRY REGINALD 1965-01-18,HANSBUERRY,REGINALD,1965-01-18,1965,1966-01-24,1966,1965-01-18,1965
HANSEN BRUCE 1953,HANSEN BRUCE 1953-08-26,HANSEN,BRUCE,1953-08-26,1953,1954-02-12,1954,1953-08-26,1953
HANSEN HEIDE 1945,HANSEN HEIDE 1945-04-27,HANSEN,HEIDE,1945-04-27,1945,1945-11-11,1945,1945-04-27,1945
HANSEN MARK 1964,HANSEN MARK 1964-03-08,HANSEN,MARK,1964-03-08,1964,1965-02-13,1965,1964-03-08,1964
HANSEN SANDRA 1963,HANSEN SANDRA 1963-08-03,HANSEN,SANDRA,1963-08-03,1963,1963-11-17,1963,1963-08-03,1963
HANSON PAMELA 1963,HANSON PAMELA 1963-02-21,HANSON,PAMELA,1963-02-21,1963,1964-02-20,1964,1963-02-21,1963
HANSON ELAINE 1943,HANSON ELAINE 1943-09-12,HANSON,ELAINE,1943-09-12,1943,1944-05-13,1944,1943-09-12,1943
HAQUE SEAN 2006,HAQUE SEAN 2006-09-01,HAQUE,SEAN,2006-09-01,2006,2006-09-24,2006,2006-09-01,2006
HARALSON SHANISE 1973,HARALSON SHANISE 1973-12-04,HARALSON,SHANISE,1973-12-04,1973,1974-06-24,1974,1973-12-04,1973
HARBOLDT SHEILA 1950,HARBOLDT SHEILA 1950-04-05,HARBOLDT,SHEILA,1950-04-05,1950,1950-12-01,1950,1950-04-05,1950
HARBOR KENYA 1993,HARBOR KENYA 1993-03-15,HARBOR,KENYA,1993-03-15,1993,1993-08-04,1993,1993-03-15,1993
HARBOUR CAROL 1939,HARBOUR CAROL 1939-01-03,HARBOUR,CAROL,1939-01-03,1939,1939-06-06,1939,1939-01-03,1939
HARDAWAY EDDIE 1952,HARDAWAY EDDIE 1952-12-16,HARDAWAY,EDDIE,1952-12-16,1952,1953-06-24,1953,1952-12-16,1952
HARDEE RONALD 1940,HARDEE RONALD 1940-11-12,HARDEE,RONALD,1940-11-12,1940,1940-12-04,1940,1940-11-12,1940
HARDEGREE HARMON 1953,HARDEGREE HARMON 1953-06-08,HARDEGREE,HARMON,1953-06-08,1953,1954-03-26,1954,1953-06-08,1953
HARDEMAN WHITNEY 1988,HARDEMAN WHITNEY 1988-07-31,HARDEMAN,WHITNEY,1988-07-31,1988,1989-01-17,1989,1988-07-31,1988
HARDEMAN ANTONIO 1998,HARDEMAN ANTONIO 1998-10-03,HARDEMAN,ANTONIO,1998-10-03,1998,1998-11-13,1998,1998-10-03,1998
HARDEN ZACHARY 1995,HARDEN ZACHARY 1995-02-14,HARDEN,ZACHARY,1995-02-14,1995,1995-11-09,1995,1995-02-14,1995
HARDEN DONNA 1956,HARDEN DONNA 1956-09-18,HARDEN,DONNA,1956-09-18,1956,1957-07-04,1957,1956-09-18,1956
HARDEN BENJAMIN 1933,HARDEN BENJAMIN 1933-10-19,HARDEN,BENJAMIN,1933-10-19,1933,1934-02-23,1934,1933-10-19,1933
HARDEN HORTENSE 1958,HARDEN HORTENSE 1958-05-29,HARDEN,HORTENSE,1958-05-29,1958,1958-10-09,1958,1958-05-29,1958
HARDEN ZACHARY 1995,HARDEN ZACHARY 1995-02-14,HARDEN,ZACHARY,1995-02-14,1995,1995-11-07,1995,1995-02-14,1995
HARDER LINDA 1997,HARDER LINDA 1997-04-24,HARDER,LINDA,1997-04-24,1997,1997-12-25,1997,1997-04-24,1997
HARDER MADELINE 1959,HARDER MADELINE 1959-11-18,HARDER,MADELINE,1959-11-18,1959,1960-09-29,1960,1959-11-18,1959
HARDEY KHYE 2020,HARDEY KHYE 2020-01-16,HARDEY,KHYE,2020-01-16,2020,2020-08-06,2020,2020-01-16,2020
HARDIN ANGELA 1963,HARDIN ANGELA 1963-10-19,HARDIN,ANGELA,1963-10-19,1963,1964-09-12,1964,1963-10-19,1963
HARDIN DAWN 1972,HARDIN DAWN 1972-08-29,HARDIN,DAWN,1972-08-29,1972,1973-04-11,1973,1972-08-29,1972
HARDIN MARGIE 1945,HARDIN MARGIE 1945-10-08,HARDIN,MARGIE,1945-10-08,1945,1946-10-10,1946,1945-10-08,1945
HARDIN JERRY 1941,HARDIN JERRY 1941-02-12,HARDIN,JERRY,1941-02-12,1941,1941-11-11,1941,1941-02-12,1941
HARDIN JERRY 1941,HARDIN JERRY 1941-02-14,HARDIN,JERRY,1941-02-14,1941,1941-07-24,1941,1941-02-14,1941
HARDING RON 1943,HARDING RON 1943-01-02,HARDING,RON,1943-01-02,1943,1943-12-02,1943,1943-01-02,1943
HARDING LILLY 2014,HARDING LILLY 2014-05-30,HARDING,LILLY,2014-05-30,2014,2014-09-20,2014,2014-05-30,2014
HARDN CHRISTOLA 1955,HARDN CHRISTOLA 1955-11-04,HARDN,CHRISTOLA,NULL,NULL,1955-11-04,1955,1955-11-04,1955
HARDWICK FRED 1950,HARDWICK FRED 1950-11-21,HARDWICK,FRED,1950-11-21,1950,1951-08-29,1951,1950-11-21,1950
HARDWICK SATYVA 2006,HARDWICK SATYVA 2006-01-20,HARDWICK,SATYVA,2006-01-20,2006,2006-04-14,2006,2006-01-20,2006
HARDWICK SATYVA 2006,HARDWICK SATYVA 2006-01-20,HARDWICK,SATYVA,2006-01-20,2006,2006-03-26,2006,2006-01-20,2006
HARDY BRIANA 2000,HARDY BRIANA 2000-06-27,HARDY,BRIANA,2000-06-27,2000,2000-08-18,2000,2000-06-27,2000
HARDY DAVID 1930,HARDY DAVID 1930-11-13,HARDY,DAVID,1930-11-13,1930,1931-11-13,1931,1930-11-13,1930
HARDY KHRRE 1995,HARDY KHRRE 1995-03-13,HARDY,KHRRE,1995-03-13,1995,1995-07-21,1995,1995-03-13,1995
HARDY KIMBERLY 1959,HARDY KIMBERLY 1959-09-29,HARDY,KIMBERLY,1959-09-29,1959,1960-02-18,1960,1959-09-29,1959
HARDY LAURICE 1951,HARDY LAURICE 1951-06-17,HARDY,LAURICE,1951-06-17,1951,1951-08-14,1951,1951-06-17,1951
HARDY ERIC 1979,HARDY ERIC 1979-08-05,HARDY,ERIC,1979-08-05,1979,1980-06-05,1980,1979-08-05,1979
HARDY ERICA 1981,HARDY ERICA 1981-03-01,HARDY,ERICA,1981-03-01,1981,1981-07-05,1981,1981-03-01,1981
HARDY DURONE 1997,HARDY DURONE 1997-04-19,HARDY,DURONE,1997-04-19,1997,1997-06-13,1997,1997-04-19,1997
HARDY HAROLD 1952,HARDY HAROLD 1952-07-01,HARDY,HAROLD,1952-07-01,1952,1953-03-21,1953,1952-07-01,1952
HARDY HUGH 1985,HARDY HUGH 1985-08-02,HARDY,HUGH,1985-08-02,1985,1986-04-14,1986,1985-08-02,1985
HARDY BRIANA 2000,HARDY BRIANA 2000-06-27,HARDY,BRIANA,2000-06-27,2000,2000-07-08,2000,2000-06-27,2000
HARDY BRIANA 2000,HARDY BRIANA 2000-06-27,HARDY,BRIANA,2000-06-27,2000,2000-07-14,2000,2000-06-27,2000
HARDY JOSEPH 1971,HARDY JOSEPH 1971-07-24,HARDY,JOSEPH,1971-07-24,1971,1971-09-25,1971,1971-07-24,1971
HARDY KIMBERLY 1959,HARDY KIMBERLY 1959-09-29,HARDY,KIMBERLY,1959-09-29,1959,1960-02-22,1960,1959-09-29,1959
HARE WILLIAM 1940,HARE WILLIAM 1940-03-14,HARE,WILLIAM,1940-03-14,1940,1940-11-29,1940,1940-03-14,1940
HARE WILLIAM 1940,HARE WILLIAM 1940-03-14,HARE,WILLIAM,1940-03-14,1940,1940-11-25,1940,1940-03-14,1940
HARGIS GEORGE 1973,HARGIS GEORGE 1973-04-13,HARGIS,GEORGE,1973-04-13,1973,1973-12-28,1973,1973-04-13,1973
HARGROVE DARIN 1982,HARGROVE DARIN 1982-12-02,HARGROVE,DARIN,1982-12-02,1982,1983-05-18,1983,1982-12-02,1982
HARGROVE WILLIE 1971,HARGROVE WILLIE 1971-02-11,HARGROVE,WILLIE,1971-02-11,1971,1971-03-11,1971,1971-02-11,1971
HARGROVE CERON 1993,HARGROVE CERON 1993-11-09,HARGROVE,CERON,1993-11-09,1993,1993-12-09,1993,1993-11-09,1993
HARGROW DORIS 1933,HARGROW DORIS 1933-12-17,HARGROW,DORIS,1933-12-17,1933,1934-03-10,1934,1933-12-17,1933
HARGROW DORIS 1933,HARGROW DORIS 1933-12-17,HARGROW,DORIS,1933-12-17,1933,1934-08-02,1934,1933-12-17,1933
HARGROW DORIS 1933,HARGROW DORIS 1933-12-17,HARGROW,DORIS,1933-12-17,1933,1934-08-18,1934,1933-12-17,1933
HARGROW DORIS 1933,HARGROW DORIS 1933-12-17,HARGROW,DORIS,1933-12-17,1933,1934-04-01,1934,1933-12-17,1933
HARKINS CONNIE 1957,HARKINS CONNIE 1957-11-26,HARKINS,CONNIE,1957-11-26,1957,1958-01-26,1958,1957-11-26,1957
HARKINS JAMES 1948,HARKINS JAMES 1948-08-25,HARKINS,JAMES,1948-08-25,1948,1949-06-21,1949,1948-08-25,1948
HARLEY ANTIOWAN 2016,HARLEY ANTIOWAN 2016-11-16,HARLEY,ANTIOWAN,2016-11-16,2016,2017-03-28,2017,2016-11-16,2016
HARLEY KYONNA 2005,HARLEY KYONNA 2005-02-21,HARLEY,KYONNA,2005-02-21,2005,2005-06-07,2005,2005-02-21,2005
HARLEY KYONNA 2005,HARLEY KYONNA 2005-02-21,HARLEY,KYONNA,2005-02-21,2005,2005-09-08,2005,2005-02-21,2005
HARLEY SHONIKA 1981,HARLEY SHONIKA 1981-10-07,HARLEY,SHONIKA,1981-10-07,1981,1982-08-24,1982,1981-10-07,1981
HARLEY CONNIE 1927,HARLEY CONNIE 1927-02-11,HARLEY,CONNIE,1927-02-11,1927,1928-02-07,1928,1927-02-11,1927
HARMAN DANIEL 1934,HARMAN DANIEL 1934-12-10,HARMAN,DANIEL,1934-12-10,1934,1935-04-24,1935,1934-12-10,1934
HARMEYER PATRICIA 1940,HARMEYER PATRICIA 1940-12-29,HARMEYER,PATRICIA,1940-12-29,1940,1942-01-09,1942,1940-12-29,1940
HARMON CHRISTOPHER 1992,HARMON CHRISTOPHER 1992-03-26,HARMON,CHRISTOPHER,1992-03-26,1992,1992-11-11,1992,1992-03-26,1992
HARMON ZACHARY 1963,HARMON ZACHARY 1963-11-28,HARMON,ZACHARY,1963-11-28,1963,1964-02-07,1964,1963-11-28,1963
HARMON MARY JEAN 1946,HARMON MARY JEAN 1946-01-09,HARMON,MARY JEAN,1946-01-09,1946,1946-07-08,1946,1946-01-09,1946
HARMON DESHANTE 1998,HARMON DESHANTE 1998-03-13,HARMON,DESHANTE,1998-03-13,1998,1998-09-05,1998,1998-03-13,1998
HARMON DENNIS 1956,HARMON DENNIS 1956-09-20,HARMON,DENNIS,1956-09-20,1956,1957-01-21,1957,1956-09-20,1956
HARMON TOM 1933,HARMON TOM 1933-01-08,HARMON,TOM,1933-01-08,1933,1933-03-07,1933,1933-01-08,1933
HARMOND ALICIA 2002,HARMOND ALICIA 2002-12-17,HARMOND,ALICIA,2002-12-17,2002,2003-09-05,2003,2002-12-17,2002
HARMON-HIGGINS MICHAEL 2005,HARMON-HIGGINS MICHAEL 2005-06-28,HARMON-HIGGINS,MICHAEL,2005-06-28,2005,2005-09-01,2005,2005-06-28,2005
HARNISH KATHLEEN 1925,HARNISH KATHLEEN 1925-02-10,HARNISH,KATHLEEN,1925-02-10,1925,1926-02-02,1926,1925-02-10,1925
HARP CARRIE 1974,HARP CARRIE 1974-04-17,HARP,CARRIE,1974-04-17,1974,1975-03-16,1975,1974-04-17,1974
HARP TYRA 1996,HARP TYRA 1996-05-19,HARP,TYRA,1996-05-19,1996,1996-05-30,1996,1996-05-19,1996
HARP CARRIE 1974,HARP CARRIE 1974-04-17,HARP,CARRIE,1974-04-17,1974,1974-08-20,1974,1974-04-17,1974
HARP CARRIE 1974,HARP CARRIE 1974-04-17,HARP,CARRIE,1974-04-17,1974,1974-11-27,1974,1974-04-17,1974
HARP CARRIE 1976,HARP CARRIE 1976-04-17,HARP,CARRIE,1976-04-17,1976,1976-11-22,1976,1976-04-17,1976
HARP KENNEDY 1995,HARP KENNEDY 1995-02-18,HARP,KENNEDY,1995-02-18,1995,1995-05-24,1995,1995-02-18,1995
HARPE CHRISTY 1977,HARPE CHRISTY 1977-01-15,HARPE,CHRISTY,1977-01-15,1977,1977-12-29,1977,1977-01-15,1977
HARPE ALFRED 1958,HARPE ALFRED 1958-06-09,HARPE,ALFRED,1958-06-09,1958,1958-07-29,1958,1958-06-09,1958
HARPER BASALINE 1945,HARPER BASALINE 1945-07-28,HARPER,BASALINE,1945-07-28,1945,1946-02-04,1946,1945-07-28,1945
HARPER DEBORAH 1938,HARPER DEBORAH 1938-08-15,HARPER,DEBORAH,1938-08-15,1938,1939-01-28,1939,1938-08-15,1938
HARPER OLANDREA 1993,HARPER OLANDREA 1993-10-25,HARPER,OLANDREA,1993-10-25,1993,1993-11-20,1993,1993-10-25,1993
HARPER PATRICIA 1947,HARPER PATRICIA 1947-12-06,HARPER,PATRICIA,1947-12-06,1947,1948-07-20,1948,1947-12-06,1947
HARPER SHIRLEY 1936,HARPER SHIRLEY 1936-09-21,HARPER,SHIRLEY,1936-09-21,1936,1937-07-09,1937,1936-09-21,1936
HARPER BASALINE 1945,HARPER BASALINE 1945-07-28,HARPER,BASALINE,1945-07-28,1945,1945-12-20,1945,1945-07-28,1945
HARPER KATHRYN 1929,HARPER KATHRYN 1929-02-26,HARPER,KATHRYN,1929-02-26,1929,1929-08-19,1929,1929-02-26,1929
HARPER LUCA 2019,HARPER LUCA 2019-04-23,HARPER,LUCA,2019-04-23,2019,2019-11-05,2019,2019-04-23,2019
HARPER RITA 1944,HARPER RITA 1944-07-14,HARPER,RITA,1944-07-14,1944,1944-08-21,1944,1944-07-14,1944
HARPER KAREN 1961,HARPER KAREN 1961-05-31,HARPER,KAREN,1961-05-31,1961,1962-04-26,1962,1961-05-31,1961
HARPER MALCOLM 1972,HARPER MALCOLM 1972-01-24,HARPER,MALCOLM,1972-01-24,1972,1972-11-13,1972,1972-01-24,1972
HARPER SHERRY 1969,HARPER SHERRY 1969-11-18,HARPER,SHERRY,1969-11-18,1969,1970-11-16,1970,1969-11-18,1969
HARPER TRENT 1993,HARPER TRENT 1993-07-14,HARPER,TRENT,1993-07-14,1993,1993-12-22,1993,1993-07-14,1993
HARRELSON JACOB 1992,HARRELSON JACOB 1992-12-05,HARRELSON,JACOB,1992-12-05,1992,1993-08-16,1993,1992-12-05,1992
HARRIED LAURA 1941,HARRIED LAURA 1941-01-06,HARRIED,LAURA,1941-01-06,1941,1941-08-20,1941,1941-01-06,1941
HARRIET SMITH 1934,HARRIET SMITH 1934-03-01,HARRIET,SMITH,1934-03-01,1934,1934-11-21,1934,1934-03-01,1934
HARRING MAKAYLA 1997,HARRING MAKAYLA 1997-10-22,HARRING,MAKAYLA,1997-10-22,1997,1998-09-16,1998,1997-10-22,1997
HARRINGTON CHRISTIAN 2003,HARRINGTON CHRISTIAN 2003-07-22,HARRINGTON,CHRISTIAN,2003-07-22,2003,2004-07-04,2004,2003-07-22,2003
HARRINGTON MINNIE 1949,HARRINGTON MINNIE 1949-09-01,HARRINGTON,MINNIE,1949-09-01,1949,1950-01-28,1950,1949-09-01,1949
HARRINGTON JOHANNA 1936,HARRINGTON JOHANNA 1936-07-21,HARRINGTON,JOHANNA,1936-07-21,1936,1936-10-07,1936,1936-07-21,1936
HARRINGTON MENINNIE 1949,HARRINGTON MENINNIE 1949-09-01,HARRINGTON,MENINNIE,1949-09-01,1949,1950-04-12,1950,1949-09-01,1949
HARRIS ADRIYIN 2014,HARRIS ADRIYIN 2014-01-23,HARRIS,ADRIYIN,2014-01-23,2014,2014-03-05,2014,2014-01-23,2014
HARRIS ADRIYIN 2014,HARRIS ADRIYIN 2014-01-23,HARRIS,ADRIYIN,2014-01-23,2014,2015-01-06,2015,2014-01-23,2014
HARRIS BRANDI 1993,HARRIS BRANDI 1993-09-03,HARRIS,BRANDI,1993-09-03,1993,1994-07-22,1994,1993-09-03,1993
HARRIS CAMI 2005,HARRIS CAMI 2005-10-17,HARRIS,CAMI,2005-10-17,2005,2006-01-04,2006,2005-10-17,2005
HARRIS CATHEY 1963,HARRIS CATHEY 1963-04-22,HARRIS,CATHEY,1963-04-22,1963,1964-04-04,1964,1963-04-22,1963
HARRIS DAVE 1934,HARRIS DAVE 1934-12-22,HARRIS,DAVE,1934-12-22,1934,1935-11-21,1935,1934-12-22,1934
HARRIS DESMOND 1969,HARRIS DESMOND 1969-07-12,HARRIS,DESMOND,1969-07-12,1969,1970-02-08,1970,1969-07-12,1969
HARRIS DOROTHY 1958,HARRIS DOROTHY 1958-09-21,HARRIS,DOROTHY,1958-09-21,1958,1959-01-16,1959,1958-09-21,1958
HARRIS EARNEST 1935,HARRIS EARNEST 1935-05-22,HARRIS,EARNEST,1935-05-22,1935,1936-05-18,1936,1935-05-22,1935
HARRIS EMORY 1967,HARRIS EMORY 1967-03-14,HARRIS,EMORY,1967-03-14,1967,1967-06-11,1967,1967-03-14,1967
HARRIS FREDDY 1973,HARRIS FREDDY 1973-03-16,HARRIS,FREDDY,1973-03-16,1973,1974-03-21,1974,1973-03-16,1973
HARRIS GAIL 1947,HARRIS GAIL 1947-03-29,HARRIS,GAIL,1947-03-29,1947,1947-06-20,1947,1947-03-29,1947
HARRIS GLENNIS 1992,HARRIS GLENNIS 1992-09-24,HARRIS,GLENNIS,1992-09-24,1992,1993-08-09,1993,1992-09-24,1992
HARRIS GWENDOLYN 1959,HARRIS GWENDOLYN 1959-09-17,HARRIS,GWENDOLYN,1959-09-17,1959,1959-12-13,1959,1959-09-17,1959
HARRIS HAKEEM 1989,HARRIS HAKEEM 1989-12-14,HARRIS,HAKEEM,1989-12-14,1989,1990-07-31,1990,1989-12-14,1989
HARRIS JAMES 1933,HARRIS JAMES 1933-12-05,HARRIS,JAMES,1933-12-05,1933,1934-05-07,1934,1933-12-05,1933
HARRIS JAMES 1933,HARRIS JAMES 1933-12-05,HARRIS,JAMES,1933-12-05,1933,1934-10-05,1934,1933-12-05,1933
HARRIS JEFF 1963,HARRIS JEFF 1963-02-14,HARRIS,JEFF,1963-02-14,1963,1963-08-14,1963,1963-02-14,1963
HARRIS JOHN 1999,HARRIS JOHN 1999-03-26,HARRIS,JOHN,1999-03-26,1999,1999-05-01,1999,1999-03-26,1999
HARRIS LINA 1936,HARRIS LINA 1936-08-05,HARRIS,LINA,1936-08-05,1936,1936-11-01,1936,1936-08-05,1936
HARRIS PATSY 1936,HARRIS PATSY 1936-07-21,HARRIS,PATSY,1936-07-21,1936,1937-07-09,1937,1936-07-21,1936
HARRIS PAULINE 1926,HARRIS PAULINE 1926-02-21,HARRIS,PAULINE,1926-02-21,1926,1926-10-09,1926,1926-02-21,1926
HARRIS POLLY 1934,HARRIS POLLY 1934-05-09,HARRIS,POLLY,1934-05-09,1934,1935-02-27,1935,1934-05-09,1934
HARRIS ROBERT 1942,HARRIS ROBERT 1942-04-23,HARRIS,ROBERT,1942-04-23,1942,1942-07-28,1942,1942-04-23,1942
HARRIS RONALD 1937,HARRIS RONALD 1937-06-04,HARRIS,RONALD,1937-06-04,1937,1937-07-07,1937,1937-06-04,1937
HARRIS STEPHEN 1963,HARRIS STEPHEN 1963-07-26,HARRIS,STEPHEN,1963-07-26,1963,1964-01-09,1964,1963-07-26,1963
HARRIS VONDA 1966,HARRIS VONDA 1966-07-09,HARRIS,VONDA,1966-07-09,1966,1966-11-27,1966,1966-07-09,1966
HARRIS ADRIANA 2010,HARRIS ADRIANA 2010-05-13,HARRIS,ADRIANA,2010-05-13,2010,2010-08-30,2010,2010-05-13,2010
HARRIS CHRISSY 1985,HARRIS CHRISSY 1985-06-20,HARRIS,CHRISSY,1985-06-20,1985,1985-07-23,1985,1985-06-20,1985
HARRIS COREY 1993,HARRIS COREY 1993-10-30,HARRIS,COREY,1993-10-30,1993,1994-07-31,1994,1993-10-30,1993
HARRIS DACHAE 1978,HARRIS DACHAE 1978-01-23,HARRIS,DACHAE,1978-01-23,1978,1978-08-27,1978,1978-01-23,1978
